OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M14:14GE17I92:4418687,Sample-Routine,Water,Surface Water,2014-04-25,02:24:00,EDT,2014-04-25,02:24:00,EDT,Surface,49.4,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,"INT= SRF, 5M, 10M, 20M.",,,,42.6055853226,-79.8871815161,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-820915882,,as P,Orthophosphate,Dissolved,1.46,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE17I92-RFS0-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2014-04-25,,,,,,,2020-01-24T16:18:12,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G14:E009G14-PRF:4018290,Sample-Routine,Water,Surface Water,2014-08-15,23:15:00,EDT,2014-08-16,00:30:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5381330000,-79.6167830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996624500,,None,Nitrate + Nitrite,Total,0.2417053,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G14-PRFL-15-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:15,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G14:E009G14-PRF:4018290,Sample-Routine,Water,Surface Water,2014-08-15,23:15:00,EDT,2014-08-16,00:30:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5381330000,-79.6167830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996624236,,None,Nitrate + Nitrite,Total,0.2416559,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G14-PRFL-4-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:14,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M14:E009M14-PRF:4018200,Sample-Routine,Water,Surface Water,2014-04-25,02:08:00,EDT,2014-04-25,02:46:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5382500000,-79.6172330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996626600,,None,Nitrate + Nitrite,Total,0.2834536,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M14-PRFL-38.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:36,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E092M14:14GE21I32:4418430,Sample-Routine,Water,Surface Water,2014-04-24,21:56:00,EDT,2014-04-24,21:56:00,EDT,Surface,11.23,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth;SUNY-Buffalo State,EPA_GLNPO-ER92,ER92,"INT= SRF, 5M, 10M, MID, B-.  EBT Operator = Stefaniak, Owen.",,,,41.9521468305,-82.6925137797,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996647131,,as P,Orthophosphate,Dissolved,0.522,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE21I32-RFS0-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2014-04-24,,,,,,,2023-12-18T20:54:10,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E031G14:14GE54I12:4420244,Sample-Routine,Water,Surface Water,2014-08-14,21:25:00,EDT,2014-08-14,21:25:00,EDT,Surface,22.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER31,ER31,"EBT operator is Owen Stefaniak INT= SRF, MEP, LEP.",,,,42.2535101408,-81.1072438028,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-820916341,,as P,Orthophosphate,Dissolved,1.73,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE54I12-RFS0-P-ortho as P,,,,,,,,,,UNKNOWN,EPA_GLNPO,Unknown,,,,2014-08-15,,,,,,,2020-01-24T16:18:35,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E061G14:E061G14-PRF:4018303,Sample-Routine,Water,Surface Water,2014-08-13,14:17:00,EDT,2014-08-13,14:52:00,EDT,Other,9.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth,EPA_GLNPO-ER61,ER61,,,,,41.9468830000,-83.0444670000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996642604,,None,Nitrate + Nitrite,Total,0.1045067,mg/L,,Accepted,,Actual,,,,,,,,,,- E061G14-PRFL-1-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:52:31,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M14:E009M14-PRF:4018200,Sample-Routine,Water,Surface Water,2014-04-25,02:08:00,EDT,2014-04-25,02:46:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5382500000,-79.6172330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996626300,,None,Nitrate + Nitrite,Total,0.2831642,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M14-PRFL-26-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:35,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G14:E009G14-PRF:4018290,Sample-Routine,Water,Surface Water,2014-08-15,23:15:00,EDT,2014-08-16,00:30:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5381330000,-79.6167830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996624644,,None,Nitrate + Nitrite,Total,0.2404932,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G14-PRFL-21-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:15,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E042M14:E042M14-PRF:4018208,Sample-Routine,Water,Surface Water,2014-04-24,01:33:00,EDT,2014-04-24,01:53:00,EDT,Other,22.6,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,SUNY-Buffalo State;Univeristy of Michigan;University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER42,ER42,,,,,41.9651000000,-82.0416830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996638601,,None,Nitrate + Nitrite,Total,0.272637,mg/L,,Accepted,,Actual,,,,,,,,,,- E042M14-PRFL-19.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:50:59,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E91MM14:E91MM14-PRF:4018220,Sample-Routine,Water,Surface Water,2014-04-24,19:59:00,EDT,2014-04-24,20:44:00,EDT,Other,10.4,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State;University of Minnesota - Duluth,EPA_GLNPO-ER91M,ER91M,,,,,41.8409500000,-82.9163500000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996653795,,None,Nitrate + Nitrite,Total,0.5244493,mg/L,,Accepted,,Actual,,,,,,,,,,- E91MM14-PRFL-8.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:55:48,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E038M14:E038M14-PRF:4018207,Sample-Routine,Water,Surface Water,2014-04-24,09:29:00,EDT,2014-04-24,09:47:00,EDT,Other,22.3,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,SUNY-Buffalo State;University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER38,ER38,,,,,42.2812670000,-81.6710830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996636884,,None,Nitrate + Nitrite,Total,0.2031106,mg/L,,Accepted,,Actual,,,,,,,,,,- E038M14-PRFL-10-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:50:34,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E092G14:E092G14-PRF:4018306,Sample-Routine,Water,Surface Water,2014-08-13,23:28:00,EDT,2014-08-13,23:39:00,EDT,Other,11.2,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,Univeristy of Michigan;University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER92,ER92,,,,,41.9503830000,-82.6858330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996646745,,None,Nitrate + Nitrite,Total,0.1043784,mg/L,,Accepted,,Actual,,,,,,,,,,- E092G14-PRFL-1.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:53:58,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E93bG14:E93bG14-PRF:4018311,Sample-Routine,Water,Surface Water,2014-08-15,19:10:00,EDT,2014-08-15,20:39:00,EDT,Other,42.4,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER93B,ER93B,,,,,42.6170000000,-80.0000000000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996654274,,None,Nitrate + Nitrite,Total,0.2294304,mg/L,,Accepted,,Actual,,,,,,,,,,- E93bG14-PRFL-14-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:55:58,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E91MM14:14GE21I12:4418418,Sample-Routine,Water,Surface Water,2014-04-24,20:01:00,EDT,2014-04-24,20:01:00,EDT,Surface,10.53,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State;University of Minnesota - Duluth;Univeristy of Michigan,EPA_GLNPO-ER91M,ER91M,"INT= SRF, MID, B-  EBT Operator = Stefaniak, Owen.",,,,41.8442782131,-82.9183371967,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996653497,,as P,Phosphorus,Dissolved,2.613,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE21I12-RFS0-P-tot-F,,,,,,,,,,LG204,EPA_GLNPO,Total and Total Dissolved Phosphorous,,,,2014-07-01,,,,,,,2023-12-18T20:55:45,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM14:E15MM14-PRF:4018218,Sample-Routine,Water,Surface Water,2014-04-25,00:01:00,EDT,2014-04-25,01:03:00,EDT,Other,63.2,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,University of Minnesota - Duluth;Univeristy of Michigan;SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER15M,ER15M,,,,,42.5156330000,-79.8926830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996650874,,None,Nitrate + Nitrite,Total,0.3145692,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MM14-PRFL-38-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:54:55,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E037G14:E037G14-PRF:4018296,Sample-Routine,Water,Surface Water,2014-08-14,16:06:00,EDT,2014-08-14,16:27:00,EDT,Other,24.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER37,ER37,,,,,42.1098330000,-81.5750330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996634655,,None,Nitrate + Nitrite,Total,0.2711968,mg/L,,Accepted,,Actual,,,,,,,,,,- E037G14-PRFL-14-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:49:51,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E037G14:E037G14-PRF:4018296,Sample-Routine,Water,Surface Water,2014-08-14,16:06:00,EDT,2014-08-14,16:27:00,EDT,Other,24.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER37,ER37,,,,,42.1098330000,-81.5750330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996634883,,None,Nitrate + Nitrite,Total,0.279209,mg/L,,Accepted,,Actual,,,,,,,,,,- E037G14-PRFL-23.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:49:52,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E030G14:E030G14-PRF:4018292,Sample-Routine,Water,Surface Water,2014-08-14,19:56:00,EDT,2014-08-14,20:16:00,EDT,Other,21,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER30,ER30,,,,,42.4296830000,-81.2056830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996629620,,None,Nitrate + Nitrite,Total,0.2364044,mg/L,,Accepted,,Actual,,,,,,,,,,- E030G14-PRFL-10.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:48:25,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM14:14GE17S43:4418672,Sample-Routine,Water,Surface Water,2014-04-25,00:23:00,EDT,2014-04-25,00:23:00,EDT,Surface,10,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,University of Minnesota - Duluth;SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER15M,ER15M,,,,,42.5162135455,-79.8929549394,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996649964,,as P,"Total Phosphorus, mixed forms",Non-Filterable (Particle),3.891456,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE17S43-RFS0-P-Part,,,,,,,,,,LG209,EPA_GLNPO,Particulate-Phase Total P by Lachat Method,,,,2014-12-15,,,,,,,2023-12-18T20:54:51,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009G14:E009G14-PRF:4018290,Sample-Routine,Water,Surface Water,2014-08-15,23:15:00,EDT,2014-08-16,00:30:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5381330000,-79.6167830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996624932,,None,Nitrate + Nitrite,Total,0.3202353,mg/L,,Accepted,,Actual,,,,,,,,,,- E009G14-PRFL-33-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:16,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E037G14:E037G14-PRF:4018296,Sample-Routine,Water,Surface Water,2014-08-14,16:06:00,EDT,2014-08-14,16:27:00,EDT,Other,24.1,m,Water Surface,,,,,WQS-SU2014,Water Quality Survey of the Great Lakes - Summer 2014,University of Minnesota - Duluth;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan,EPA_GLNPO-ER37,ER37,,,,,42.1098330000,-81.5750330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996634487,,None,Nitrate + Nitrite,Total,0.2697324,mg/L,,Accepted,,Actual,,,,,,,,,,- E037G14-PRFL-7-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:49:51,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E009M14:E009M14-PRF:4018200,Sample-Routine,Water,Surface Water,2014-04-25,02:08:00,EDT,2014-04-25,02:46:00,EDT,Other,49.1,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;University of Minnesota - Duluth,EPA_GLNPO-ER09,ER09,,,,,42.5382500000,-79.6172330000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996626732,,None,Nitrate + Nitrite,Total,0.2829659,mg/L,,Accepted,,Actual,,,,,,,,,,- E009M14-PRFL-44-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:47:37,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E91MM14:14GE21S11:4418420,Sample-Routine,Water,Surface Water,2014-04-24,20:01:00,EDT,2014-04-24,20:01:00,EDT,Bottom,9.5,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,U.S. EPA Great Lakes National Program Office;Univeristy of Michigan;SUNY-Buffalo State;University of Minnesota - Duluth,EPA_GLNPO-ER91M,ER91M,"EBT Operator = Stefaniak, Owen.",,,,41.8442782131,-82.9183371967,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996653582,,as P,Phosphorus,Total,10.134,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE21S11-RFS0-P-tot-T,,,,,,,,,,LG204,EPA_GLNPO,Total and Total Dissolved Phosphorous,,,,2014-07-01,,,,,,,2023-12-18T20:55:45,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM14:14GE17R40:4018020,Quality Control Sample-Reagent Blank,Water,Surface Water,2014-04-14,16:38:00,EDT,2014-04-14,16:38:00,EDT,Other,0,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,University of Minnesota - Duluth;Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State,EPA_GLNPO-ER15M,ER15M,,,,,42.5156330000,-79.8926830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996649951,,as P,Phosphorus,Dissolved,-0.624,ug/L,,Accepted,,Actual,,,,,,,,,,- 14GE17R40-FRB0-P-tot-F,,,,,,,,,,LG204,EPA_GLNPO,Total and Total Dissolved Phosphorous,,,,2014-07-03,,,,,,,2023-12-18T20:54:51,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E030M14:E030M14-PRF:4018202,Sample-Routine,Water,Surface Water,2014-04-24,16:18:00,EDT,2014-04-24,16:39:00,EDT,Other,21.2,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State;University of Minnesota - Duluth,EPA_GLNPO-ER30,ER30,,,,,42.4301670000,-81.2048170000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996630333,,None,Nitrate + Nitrite,Total,0.0379745,mg/L,,Accepted,,Actual,,,,,,,,,,- E030M14-PRFL-8.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:48:39,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E030M14:E030M14-PRF:4018202,Sample-Routine,Water,Surface Water,2014-04-24,16:18:00,EDT,2014-04-24,16:39:00,EDT,Other,21.2,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,Univeristy of Michigan;U.S. EPA Great Lakes National Program Office;SUNY-Buffalo State;University of Minnesota - Duluth,EPA_GLNPO-ER30,ER30,,,,,42.4301670000,-81.2048170000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996630261,,None,Nitrate + Nitrite,Total,0.0379745,mg/L,,Accepted,,Actual,,,,,,,,,,- E030M14-PRFL-5.5-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:48:39,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-E15MM14:E15MM14-PRF:4018218,Sample-Routine,Water,Surface Water,2014-04-25,00:01:00,EDT,2014-04-25,01:03:00,EDT,Other,63.2,m,Water Surface,,,,,WQS-SP2014,Water Quality Survey of the Great Lakes - Spring 2014,University of Minnesota - Duluth;Univeristy of Michigan;SUNY-Buffalo State;U.S. EPA Great Lakes National Program Office,EPA_GLNPO-ER15M,ER15M,,,,,42.5156330000,-79.8926830000,UNKNOWN,EPA_GLNPO,Unknown,During data conversion between GLENDA to WQX a sample collection could not be identify,Miscellaneous (Other),STORET-996650706,,None,Nitrate + Nitrite,Total,0.3160035,mg/L,,Accepted,,Actual,,,,,,,,,,- E15MM14-PRFL-31-NO2+NO3 (Op),,,,,,,,,,LG301,EPA_GLNPO,Operating the Seabird CTD,,,,2023-10-01,,,,,,,2023-12-18T20:54:54,STORET
